5_kurt_total_ips_origem,5_skw_total_ips_destino,5_voefficient_variation_total_pacotes
7.748304879260954,2.322256057936977,4.589311464432124
7.749310562675682,2.3125739832616623,4.571519717182012
7.847788812267201,2.3394870322349286,4.576570794109213
7.852496721953114,2.330695943276324,4.558871489909119
8.160096352904626,2.3837876295989453,4.573825079412926
7.393986043424645,2.2825096950867123,4.538901250563202
8.137349450123025,2.4709336900182124,4.103651330891705
6.924631522070424,2.3504356505269257,3.838157896978241
10.354324191209129,2.71519853314064,4.017788897880349
8.545462361849097,2.555781169944232,3.725850487243308
8.465100506769266,2.53819236021442,3.715058869689863
8.504776302272075,2.550558100418636,3.7108683837304377
8.39535228866718,2.523407348320192,3.695299825376854
7.712714929025891,2.4383378369014017,3.670978454608473
7.781974918451179,2.4639731052057776,3.6535142689429576
7.5106792422591395,2.4305863059949613,3.643024175085935
7.339061723184564,2.3858958918381337,3.6278811032409632
7.256192596399218,2.361769941223661,3.619205677943581
7.175675974405585,2.337997114874185,3.5996882932006264
6.406717192986668,2.215619378512476,3.5377287617044426
6.355206953331133,2.2032317170367066,3.538498515328714
6.355206953331133,2.2108677014507645,3.551330621701566
6.352838426462112,2.217537939996205,3.568881445881112
6.085942479562321,2.1767943717159834,3.5642701282931046
6.101146091864347,2.183497301810612,3.5619490856719747
6.104861218993247,2.1767943717159834,3.5596236933953285
5.594857189279876,2.072305966149381,3.5422357741022825
5.604597042526743,2.064442951788752,3.5368680469302305
5.830834958734461,2.101507886547711,3.527931083718832
5.075407379595787,1.9954296139297636,3.4570730823354894
5.015374182416284,1.9835117989467816,3.459283298054758
5.015374182416284,1.9835117989467816,3.4672953869643863
5.004919267271113,1.976788750885634,3.465082906138521
5.017536563837659,1.969936128045512,3.453407506931548
4.998887129660002,1.9685977562003516,3.451941610729976
5.052778303196361,1.9626673042433989,3.4453741077143136
4.873378135188735,1.912219666565269,3.420598684649431
4.835865743938181,1.892785133512207,3.41413761018521
4.830720940055167,1.8871214757806865,3.400070995615217
4.381854033960881,1.8029035243642075,3.364033445090157
4.321670013380933,1.7943359551401634,3.3675372568328
4.321670013380933,1.7943359551401634,3.3696426315789947
4.321670013380933,1.7943359551401634,3.368237673778937
4.381854033960881,1.8029035243642075,3.3640356767954547
4.321670013380933,1.7943359551401634,3.3675394904988263
4.384960988565208,1.8080497575543857,3.3654330825092527
4.355469311093301,1.7972356430921492,3.3619610054795164
4.258737328056702,1.7490500927728172,3.3435009736144816
4.257552705801801,1.7339601849615491,3.335387938180475
3.871565305894952,1.6751323675018748,3.3055980559732268
3.895119239560588,1.689404350310155,3.3116559558606204
3.895119239560588,1.689404350310155,3.3116559558606204
3.854443170516384,1.6774429526813353,3.312339074383651
3.854359641576686,1.6729584797509975,3.310982984864657
3.8545712071151086,1.6685269930487583,3.2911523361524395
3.8083751742171863,1.643954485265594,3.2715012350600725
3.273233195262796,1.5664319848104564,3.2343821262413512
3.2791714293104914,1.5568032421236984,3.2324313414591512
3.2874170667653795,1.5353121389648576,3.220246344959894
2.7625774970429458,1.4911126950440987,3.1390954254759427
2.7726060838232005,1.4832932311938505,3.1317566989648187
2.83232285273721,1.4957914856205947,3.1286843003502063
2.83761188946832,1.493013825348677,3.1256326976541757
2.865600700340729,1.4943735856581564,3.12379798055335
2.808579096162787,1.4781409535264514,3.125026115375841
2.836427938866286,1.4603062645778808,3.115967519740936
2.4373166730124045,1.4382341423028582,3.059495776266739
2.400417192177537,1.3752065667074156,3.042480883158514
2.406670533283764,1.3564700510183685,3.036156155039105
2.056268982224073,1.2924185421364367,3.002327591051487
2.0751498686078294,1.2963760414637622,3.0006164141238787
2.0746649489598363,1.2884098699834714,2.994455223938742
2.047001132015194,1.2772555072549423,2.9950254185389897
2.047001132015194,1.2772555072549423,2.9961613627441914
2.06622574394942,1.2812685671827075,2.993325376342408
2.094203574200484,1.2926163574583305,2.9927557327953487
2.035996573124865,1.2644093315196197,2.9860479810126725
2.0441196650490485,1.2629260100482107,2.984379582476018
2.0168647586542594,1.2477007972796177,2.9707372607290043
1.7412717707633365,1.2006392919460418,2.9322600959831964
1.7659903999791566,1.198849193174944,2.927364240309189
1.8130062881484017,1.2163880702540175,2.9246356473777952
1.833685223579996,1.2217849037610824,2.921916242438666
1.833685223579996,1.2217849037610824,2.9224588025983924
1.833685223579996,1.2217849037610824,2.9213709199042577
1.8612466307190407,1.23486598878979,2.920824791454834
1.8060794071485284,1.2239119195774135,2.93757637920461
1.813487971048462,1.2182368747178274,2.954573520387836
1.813487971048462,1.2182368747178274,2.9556653221713125
1.724874982378975,1.1909467560576936,2.9237802461597164
1.75827249454889,1.1973751827877346,2.9157113491669544
1.736407871711768,1.190942958006021,2.917339663994918
1.7092688068396005,1.1771010913836433,2.9178847310306795
1.7108487650100137,1.182086932628656,2.9195033679416924
1.6548096291510848,1.1685963163544475,2.922765777506747
1.647423863860992,1.154501790659288,2.927560769058988
1.9468599362226295,1.184234889806408,3.079108679608464
2.105403230832462,1.2356196146305356,3.175189588837751
2.41597088403767,1.2997824582648985,3.3654533841593355
2.2982615338892685,1.2789825930547356,3.3327208923891414
2.2610569701313104,1.273188963666814,3.333492126676324
2.2610569701313104,1.273188963666814,3.3388603574508977
2.225069260779245,1.2678634083879738,3.342732289705195
2.249262586147529,1.2737446853559111,3.3442874939821725
2.1821065357142917,1.2551722509453318,3.349735841143749
2.158924261560836,1.2498052338829526,3.3536371107014573
1.9854041140912912,1.2185239092022253,3.3401218965425814
2.3755853051718256,1.258409017895071,3.5548862107655883
2.788922783254121,1.3170623900122724,3.823899921079749
1.2011593374491534,1.0295807701890205,2.3014030348439825
1.014571628145609,1.0656888136783802,1.3836887169647578
0.9881132929382092,1.0545633095088924,1.3829553140630375
0.9881132929382092,1.0517939359370108,1.3664177350264537
0.8706933179025838,1.0174137975780384,1.361336343162587
0.9753267106783032,1.0285815530187297,1.3599672204448283
0.9478859194251962,1.0242689887384786,1.384104281951914
0.9894684204103408,1.0242689887384786,1.3824567108542736
0.9894684204103408,1.0242689887384786,1.3759853415611956
0.922132730371023,1.001361239991177,1.3739280090077324
0.7154985683716534,0.956917747869578,1.3677144010161628
0.9046925465062192,1.00814618933615,1.3854260697429812
0.9287203011402604,1.0210414491424693,1.3843086885036324
0.8797319304008991,1.0043576861929815,1.391707883389166
0.8797319304008991,1.0043576861929815,1.3928103454673295
0.7789669779696252,1.073490838058343,1.4110644279998152
0.5620919662493779,1.0271738418042773,1.3872201004900284
0.4994031876346264,0.9995185168743924,1.3701159225022894
0.6310703170826863,1.0513466618997942,1.3912003204497674
0.6180090492564513,1.057356529162003,1.3940577174833102
0.4212610736360271,1.0162716186136105,1.3846549973060638
0.6264770953129047,1.0721848797494995,1.3880818954620195
0.6461638405053274,1.083162023778264,1.3870026036177896
0.6068668548974965,1.0716556550487066,1.3922122346182686
0.5978962093794974,1.0645768911581417,1.3912272066307907
0.5978962093794974,1.0645768911581417,1.3981119952829275
0.6093797814620685,1.0581602553163063,1.392358633246693
0.6011866449009232,1.0581602553163063,1.389696950795173
0.6600577711731287,1.079265306076352,1.4074804186280654
0.6877176191186128,1.0989356285472691,1.4124009347104391
0.6785544323066024,1.091835455123626,1.4262232611572818
0.8880785688989341,1.151500106521867,1.4519220208705057
0.927491552790344,1.1667904103485538,1.4463688034445954
0.9047166213717028,1.1550601579785609,1.4475188695815413
0.890573168382513,1.1385779508860827,1.435876246160628
0.8457268901837068,1.12596900385865,1.4424237246938114
0.8809899222738762,1.131355772879436,1.4319393567563865
0.8778323021008014,1.1217419347309052,1.423037189731703
0.8869503249783559,1.128909357346773,1.4239821600765783
0.9171700809459936,1.1568355195394815,1.4475629499733675
0.9171700809459936,1.1642461987246755,1.4626875173954628
1.106189993153268,1.2040081915429148,1.4951445568140562
1.0887628738885955,1.2007806118351014,1.498640472983501
1.0475066886640445,1.1869827936059951,1.5033591202329564
1.0716480792789762,1.1976852136489722,1.502145640377793
1.0514553276964764,1.197983336871306,1.5055309359126516
1.048313888266451,1.201292993278358,1.5281676769892505
1.048313888266451,1.201292993278358,1.5393237276032052
1.2908502883403177,1.2562926538539418,1.5750921288468116
1.2614375098940995,1.2552336044969978,1.5826460378798377
1.2779569290777364,1.2749934111521797,1.5983956978040603
1.4047580834009892,1.273487062782707,1.4926017365015156
1.424562197934246,1.282753019606787,1.49477121571554
1.3800798789203188,1.2754000673746926,1.5016710828517188
1.3800798789203188,1.2754000673746926,1.5054603308411143
1.338249201042017,1.2691332826431518,1.5124180645546552
1.3800798789203188,1.2754000673746926,1.504165224851968
1.151473944133626,1.241235523859846,1.4911744014142707
0.377586672801175,1.1355387732362172,1.4459159823016214
0.377586672801175,1.1676595679867874,1.4451449925276416
0.3276681601302962,1.1676595679867874,1.450277641528995
0.3055504157242222,1.1883905536077095,1.4764343005868723
0.2084098985817328,1.1450980918155724,1.461183876029814
0.195689145766452,1.1511485199523792,1.4823993188621714
0.225848378728453,1.155827401941812,1.475037239657194
0.225848378728453,1.155827401941812,1.4721399653347147
0.1338010447243102,1.1027486986105628,1.4511053703988583
-0.0042103209161671,1.047500559999916,1.4203921414771383
0.078044042513649,1.0824242915083238,1.4301158402992449
0.078044042513649,1.0824242915083238,1.422225381209137
-0.0288177417507144,1.0537464924165747,1.4249107138623924
-0.1280405072441073,1.0482575806041077,1.4152122552236637
-0.1253621468181504,1.0640130367705103,1.4269019652569248
-0.1685994920199411,1.0348054696597262,1.412783160611523
-0.1816943064086293,1.0183931079335398,1.4037739185158524
-0.1826714722720663,1.0243655332396586,1.401185913752145
-0.1816943064086293,1.0183931079335398,1.3998765865829177
-0.1809636702853013,1.003059871326266,1.3807556652709003
-0.0580422478306058,1.042491296132043,1.390831566783443
-0.0435547633413869,1.0531093849517073,1.390831566783443
-0.0428801756874087,1.0687583790623283,1.4033905209881832
0.1080674700990988,1.127064044261644,1.4195375819292892
0.1080674700990988,1.127064044261644,1.429549109904357
0.0891895131638406,1.1163765862049229,1.4310812811802582
0.1220603504111678,1.121957866658286,1.4238123535041565
0.1080674700990988,1.127064044261644,1.4251878583742144
0.127138742169365,1.1381114787450468,1.4236622963236267
0.1478732825266809,1.157078661258698,1.4384623131241536
0.2378400426481007,1.2012595519135978,1.457232636017229
0.201182636112452,1.1875156517574257,1.4561233658642427
0.2035561680833312,1.1875156517574257,1.463018028191727
0.371309584377012,1.2409477168368492,1.475288620547544
0.3807099516248124,1.2232070480661286,1.4738091816799028
0.371309584377012,1.2290459603700992,1.479984735725494
0.2709144974244616,1.19728684240187,1.4640000127638415
0.2580314450779674,1.1963248766983974,1.4655889016611952
0.2891262286103586,1.2023124517049562,1.457867076118733
0.3028823024755766,1.203695918856394,1.4503941827264482
0.4662476260722378,1.2640381144607915,1.4790911244022162
0.4635459888181259,1.25725399603443,1.4720579697097136
0.4514640493865621,1.274873489328956,1.485125657841728
0.578980752463956,1.323392364881426,1.505683695848856
0.6045885066998586,1.33633539965878,1.5039178729717826
0.6522419328472512,1.3652572418367046,1.5127662034668663
0.6573414874054825,1.372738095234309,1.5392410793703206
0.8152799196449712,1.4238772604709893,1.575696433816856
0.9749944536215768,1.4787689482158788,1.6095321078774585
0.948263326955737,1.457793929619574,1.588704538724243
1.0040185633578336,1.4746592798739326,1.6017236049539296
1.0899965537600695,1.5129419142001386,1.6339135236627829
1.2558200666695647,1.5696609282581977,1.6649771561084494
1.4504566655435542,1.633408631761295,1.6889191224473032
1.4504566655435542,1.633408631761295,1.6889191224473032
1.40831929064067,1.62490054015459,1.671614340125887
1.4619159674140805,1.6407225843933575,1.6672762597541622
1.4250368385225003,1.6258323539271582,1.669472859044657
1.7193729132241609,1.2553761281059612,1.4629222183012234
1.6216527253649056,1.0916862996066838,1.4551698292901896
1.8574947095276149,1.1506838880654564,1.4859808845759366
1.8574947095276149,1.1506838880654564,1.4859808845759366
1.8574947095276149,1.1506838880654564,1.4931434175505702
0.5600639298262355,0.8418629449151507,1.436927204909514
0.5600639298262355,0.8418629449151507,1.4417658210492117
0.5736394639962749,0.8418629449151507,1.4280201041271647
0.6217557688834667,0.848428640645412,1.4227643391188751
0.6217557688834667,0.848428640645412,1.415617449429533
0.5532659019277678,0.836631831421782,1.406098341940253
0.578257615608569,0.8625581692120096,1.427405245014585
0.578257615608569,0.8625581692120096,1.4199079771856975
0.6088153860346889,0.889795438218907,1.4397008778613658
0.5867310962462282,0.8744412241149611,1.4374841674082048
0.621032066178272,0.9027604560445452,1.453912833196936
0.5977188299281533,0.8872899841864712,1.456044872020546
0.5977188299281533,0.8936155508178383,1.4519017707795026
0.6188682713450961,0.8823662383298349,1.4441476194088425
0.7459956121184639,0.8942029455770071,1.4418485311915097
0.7150353832595011,0.8560399361846215,1.414127488480884
0.6438655688868695,0.8441821428583672,1.4157004414692018
0.5747903212723346,0.8323795133934211,1.4185369124243958
0.5747903212723346,0.8323795133934211,1.4154892026733472
0.5553188500992958,0.8528570066063622,1.3874096501585225
0.529439441972186,0.8608314269302049,1.3985379041748682
0.5553188500992958,0.866802684464814,1.3819752124056397
0.5553188500992958,0.866802684464814,1.3819752124056397
0.5371718666610015,0.8432965325915852,1.369111967302883
0.5371718666610015,0.8432965325915852,1.369111967302883
0.5371718666610015,0.8432965325915852,1.373583230012789
0.4913405447393517,0.8362868381938958,1.3845806494766777
0.604434582824872,0.8656995097777842,1.400254128715132
0.6192663362606478,0.8611263073593934,1.3860355730612224
0.6682662751965917,0.8689102731527119,1.3790943702970335
0.4901405955734388,0.836528719590304,1.3770286780307293
0.4162320179775436,0.8019893492231702,1.3821022688287747
0.3742464173225475,0.7856582495471364,1.3714321753171177
0.3100063919417226,0.7527402644801647,1.3500483745658045
0.3199822522142818,0.7657976724489153,1.3518352327335366
0.3484996281496145,0.7790495019998223,1.3497342760258402
0.3589677294552402,0.7921244688391158,1.3497342760258402
0.410742749060016,0.7833908092346566,1.3342113893546197
0.5744368370292607,0.8313232466483256,1.3588053123520465
0.6958636293444806,0.861439872506327,1.3633025945602133
0.8242504473825873,0.9069736378665592,1.3661732257616537
0.8638765928181952,0.9041876790341014,1.343171737009809
1.090105224528616,0.9515592301115644,1.3505896920600382
1.1368440275521414,0.9509692015382246,1.33980142897658
1.090105224528616,0.9515592301115644,1.3505896920600382
0.928760391188949,0.9044548682836284,1.3433050235113435
0.9287025662063372,0.9044548682836284,3.286015772848392
0.3614700849306166,0.7142390430135815,3.3983143963204854
0.7295038288629151,0.872961883008028,3.557425253331916
0.5506336403222999,0.8423226731777064,3.541190860461528
0.5657098615819859,0.798762334687227,3.641166744397408
0.7077065196815293,0.8433536655581401,3.681131344606786
0.5288060077496542,0.7974647142337574,3.6143145620547146
0.6495894085422445,0.8266615838459705,3.6108495241029175
0.704332724585217,0.8644197999055957,3.632585828495015
0.6881166041057268,0.8689800836800234,3.641858997147653
0.7079614644527054,0.8845871912080481,3.6437123151266753
0.7643217501903233,0.9028085863695612,3.663641259829866
0.6896990340001291,0.8905377749993264,3.6289073650594
0.6896990340001291,0.8724868999905999,3.6307285770529463
0.6896990340001291,0.8524680628556508,3.617880545842524
0.5460773899803048,0.8099655313444665,3.6124571012525535
0.5500261834159614,0.8294140553627585,3.623453772521824
0.5782330689956936,0.8244623663403394,3.617899781709428
0.5817070820502745,0.8435999194112225,3.62526996519774
0.5966302518622691,0.8394061827282033,3.627113533704208
0.4747548232247144,0.7910262734236497,3.5932204389056106
0.5226060526045261,0.8026009864367302,3.589565919699357
0.3583586605857781,0.7553267253968801,3.5274207320778266
0.4679575338407495,0.8026009864367302,3.548293129864045
0.4679575338407495,0.8172586149061244,3.546523170121746
0.4679575338407495,0.835597863419183,3.558902230193427
0.4680393666653633,0.8720483787655635,3.564250419514712
0.4837075652558363,0.8682661100737893,3.5624534587392382
0.6308473199920805,0.9026892386766018,3.5872703549532123
0.6466305313547912,0.8985749118187768,3.5854523416345176
0.6655746870475923,0.9138609110783356,3.5836613599372327
0.6466305313547912,0.9138609110783356,3.5801032884390027
0.5981008154348533,0.9032585181521494,3.583737504781742
0.5981008154348533,0.9032585181521494,3.590873199838669
0.5659347752886593,0.8892640277068904,3.5927025189579758
0.5951254053712103,0.8835142464882998,3.585433296699924
0.5624679920804859,0.869227728867133,3.587257652778649
0.6335532733453472,0.8844919745594394,3.6034074022182274
0.5865188364658659,0.8759900731966798,3.608915954041424
0.6145753061267457,0.869227728867133,3.599775259879237
0.5671715450114876,0.8607130304823694,3.6034456625960822
0.6199380466976929,0.8937171226135884,3.614113537783462
0.6950625318054593,0.927192401092784,3.617759333945746
0.5104471285153772,0.8772067439369077,3.544582724186476
0.4800314055423899,0.8646070425558066,3.5463673826032496
0.5247274107283114,0.872363568260726,3.5428059277130584
0.5396090179022568,0.8676487879460142,3.537503839108284
0.6090617109651315,0.8826973130844185,3.551498696382188
0.5945958762946792,0.8874409891684719,3.553283388708456
0.6232969419319613,0.8815171337648957,3.540911756587754
0.6393073416999279,0.8815171337648957,3.5303877783549
0.6903305703051382,0.8921748713780203,3.525100119572365
0.639791397142139,0.8555789992336935,3.465114791362472
0.643916557677423,0.8371957346761841,3.4583420078241134
0.6092275999222778,0.821798900592857,3.4600482970198327
0.5904522326163835,0.8257536026373332,3.4785101822324838
0.5276360764811943,0.7937386092133366,3.458488936909313
0.5144125671787912,0.7752498675807091,3.4618357307458605
0.5018208256466402,0.7607680551368508,3.4534338361455275
0.4369510072065415,0.8151006407284691,3.4296309657991566
0.4369510072065415,0.9267968869212616,3.411063744228254
0.419777736109111,0.9248979315063972,3.367306764255864
0.4719598130573766,0.9535310405438552,3.4002157126346284
0.5124762461557765,0.9554628925529376,3.393649239505133
0.4700537923048281,0.9554628925529376,3.368657531970123
0.5140391309949665,0.9592819812816707,3.342019801726384
0.5140391309949665,0.9592819812816707,3.317719168353425
0.465444369704199,0.9303751315252567,3.316178794642141
0.4726057208530557,0.9420641496299036,3.316178794642141
0.371305961142663,0.9420641496299036,3.3365768721163827
0.367713758764135,0.9776901356390972,3.386910166019695
0.4700537923048281,1.0106995880082472,3.3901085241486526
0.5362422494778831,1.0407665524288112,3.4063639214877632
0.5362422494778831,1.0407665524288112,3.403186140366608
0.6034456344655289,1.0438357779505292,3.445481036310124
0.660643185377792,1.0609442914753062,3.442100531217673
0.660643185377792,1.047637772495081,3.4470727020732066
0.6833020820506458,1.046932493664269,3.4453833385978263
0.7235468820841728,1.0795502686524887,3.448720756962517
0.6833020820506458,1.046932493664269,3.427328370830624
0.7067151612123621,1.0464382076899734,3.415781563869451
0.7444155188541044,1.0667362437470744,3.414113480202375
0.6952537497404998,1.060183668864728,3.4224076057228507
0.6833020820506458,1.046932493664269,3.4273283708306246
0.5555702061092982,0.9994969139210912,3.4158663977534816
0.716832262799092,1.0543692935705629,3.4831417476279998
0.8594009294497973,1.1034184691984097,3.5604983396230536
0.9077347225662232,1.1373493644081183,3.604016235497848
1.068161603686778,1.1896226025014034,3.614743731344095
0.9077347225662232,1.13842614090487,3.6056880081537472
0.9311041138275548,1.1373493644081183,3.603849832618217
0.9077347225662232,1.13842614090487,3.612993411125897
0.8667096492647232,1.1196856433993223,3.6148464104759017
0.8667096492647232,1.1196856433993223,3.6166946895158376
0.8835811045172182,1.1337743844384012,3.618525396022628
0.8802258146873456,1.1354975802777054,3.6332060147828926
0.8402461431673621,1.1345759383045693,3.6571679734741855
0.8210581699935589,1.12028261455365,3.664560190654661
0.82187682162003,1.13706486437721,3.668318645524795
0.8602497620573375,1.1538162254790911,3.6664157953678833
0.96573239324548,1.1904939043847111,3.7404803670858433
1.1702093390470634,1.2244732541927037,3.95381327797045
1.3810693964619316,1.2698353612901336,4.225821446534304
0.3891393453515716,1.1310182349051303,1.3288934199575673
0.5519857493683911,1.185291475649748,1.3380900744452275
0.5884375722689257,1.1845973709077182,1.3256359358599503
0.5884375722689257,1.1845973709077182,1.3208306883379168
0.7314553145557333,1.2219623470758612,1.305451365552006
0.7386338475731742,1.2439060992281985,1.325055995461121
0.7314553145557333,1.2219623470758612,1.3136191467896716
0.7276959868017627,1.2004746167823157,1.297810604070005
0.6999104175470151,1.1822931664273009,1.2915845366505951
0.7019340711846254,1.2035976209470671,1.3055197192781145
0.8641998944069195,1.2646214156387987,1.3119714237605726
0.8982792756255861,1.307371969531412,1.3184779305966363
0.8896328986486804,1.283657802120862,1.3203037725557103
0.9721385998063284,1.2985229617038472,1.4962099042326162
1.4577168482475171,1.555982583502094,1.494953499605572
1.4577168482475171,1.5314833535598165,1.4727759412966055
1.30807304832093,1.4640209632963752,1.4427591190862086
1.30807304832093,1.4640209632963752,1.4404860290887536
1.4981260123158735,1.526553529560295,1.4696894080938336
1.3819924732252529,1.4865909798351613,1.4509281282768804
1.6411689594592465,1.550234380948848,1.4722584240444565
1.4390357134074128,1.4865909798351613,1.5137057121543664
1.2442426502629254,1.420963798895315,1.601527662712684
10.631087660403695,1.8872387698666289,4.32076310987038
16.19984325847687,2.929604894946108,4.413097353791829
15.815991633232908,2.929604894946108,4.362474853131425
15.398470616960395,2.875492776327938,4.27327833436723
15.381810607330827,2.868382805236191,4.219196472525824
15.366222761210135,2.8613824257785723,4.197337379611832
14.755531453765984,2.8370587905727422,4.118885848882775
15.011630217043756,2.8676498640789583,4.113933138811917
14.768249810928292,2.8438511482053457,4.122175857810421
15.011630217043756,2.8503678924884226,4.094636590597525
14.426736896562527,2.7482499856408924,4.061532311635333
12.301013239538838,2.5966817413334278,3.944402673357117
12.092159239719496,2.569281720922274,3.9474528616073608
12.229427063022348,2.5899626897531176,3.945925520190013
12.23278499638976,2.588823939734057,3.944416352388744
12.372124930665764,2.609561155678768,3.942891153615741
12.168541671590404,2.582642420565854,3.955026888838366
12.163505005421882,2.5771615331455235,3.9535078898815934
12.635257752410746,2.6449952002982497,4.0166657259225005
12.848025321009072,2.6724138335913508,4.0088223111742005
12.372124930665764,2.6043375584377557,3.965274928155416
10.739008160348702,2.4501296867587725,3.898314196079708
10.739008160348702,2.4501296867587725,3.88077920905157
10.80229298632875,2.456393041734954,3.874899282734504
10.802058299050936,2.4610224801833223,3.8705554191784506
10.739544707741954,2.4610224801833223,3.8793430460517535
10.6782710757383,2.454870483879027,3.8808162482536015
10.6782710757383,2.454870483879027,3.916027554133368
10.68028063110478,2.4596982932969067,3.914539377496578
10.79444822884054,2.4675598625860333,3.892442156456121
10.670641628677444,2.4376634451481456,3.8777876177838775
10.143406843224136,2.3716783477206755,3.872088662795038
9.965063280266,2.350236521691265,3.879442193883117
9.905242540883894,2.34875900889354,3.888269706127916
10.027904175204036,2.449928139110868,3.923215196490366
10.215972393346751,2.586906627432861,3.955542080048169
10.945409602796532,2.684225678259859,3.997613099706092
10.937648323712416,2.678175651770333,3.9868111032518208
10.890354322005347,2.6784507688293995,3.9868111032518208
10.974513365243224,2.6847081176394627,4.012724769478195
10.98509689728035,2.691060593350992,4.032845974634393
10.349598778070089,2.59949488593331,4.037421704148129
10.277110948040526,2.59730780786156,4.050107059672563
10.229916394723077,2.5927264434240307,4.053303914772352
10.36078167786432,2.5927264434240307,4.053303914772352
10.429253542782972,2.5943165504576275,4.005719355498035
10.358322110403169,2.5793020011941223,3.9713285827451066
10.311893618373004,2.5619868900823555,3.934066064808029
10.318301823947092,2.567694266503587,3.94752814702737
10.325385075873465,2.573492110013229,3.949042897285872
10.325385075873465,2.573492110013229,3.9460042008312
9.004388296601524,2.4273434222727825,3.8864215025332505
8.870084308105326,2.4054526332421786,3.889388011920038
8.870084308105326,2.4054526332421786,3.8938303072360343
8.935018346778934,2.4247513488957297,3.908484863973664
8.927952625620184,2.419027326205222,3.907013121436487
8.840183718817649,2.402389499125651,3.908511958643997
8.9715662560295,2.4235831988673837,3.901062006760854
8.474038658156225,2.34516848406324,3.8559684930633806
7.958205994787138,2.2793580312415216,3.7813222785251113
7.995913623158477,2.27860152473288,3.7448493879414753
7.1936652688144695,2.164869526837576,3.7235178554585526
7.120595409814637,2.1497719640059505,3.724888052745099
7.083220257019988,2.1497719640059505,3.733060367695486
7.211906896526265,2.1832718438336287,3.7398550097417673
7.209125248757624,2.1783060212077445,3.727640864654613
7.246397686229717,2.182412000470222,3.7221905220137392
7.315624229213327,2.185993314888277,3.711358737850947
7.240546513934449,2.170222627002774,3.712720854638994
7.201837695230855,2.165838976005747,3.716793261657069
7.240546513934449,2.170222627002774,3.712720854638994
6.968592391017007,2.118333902475728,3.6888292419670656
6.855667930312892,2.1025626753371425,3.696877189453058
6.894091589254859,2.106988565843259,3.696877189453058
6.93325536150741,2.1115742830668536,3.692844448451992
